Date,Open,High,Low,Close,Volume,CumulativeVolume
02-05-2022 09:07,42268.7000,42268.7000,42268.7000,42268.7000,0,0
02-05-2022 09:08,42268.7000,42268.7000,42268.7000,42268.7000,0,0
02-05-2022 09:09,42268.7000,42268.7000,42268.7000,42268.7000,0,0
02-05-2022 09:10,42268.7000,42268.7000,42268.7000,42268.7000,0,0
02-05-2022 09:11,42268.7000,42268.7000,42268.7000,42268.7000,0,0
02-05-2022 09:12,42268.7000,42268.7000,42268.7000,42268.7000,0,0
02-05-2022 09:13,42268.7000,42268.7000,42268.7000,42268.7000,0,0
02-05-2022 09:14,42268.7000,42268.7000,42268.7000,42268.7000,0,0
02-05-2022 09:15,42268.7000,42288.5000,42127.6500,42280.8000,2311308,2311308
02-05-2022 09:16,42281.8500,42409.6500,42281.8500,42401.8000,1712842,4024150
02-05-2022 09:17,42407.6500,42418.9500,42325.8500,42330.9000,1175826,5199976
02-05-2022 09:18,42329.7000,42366.5500,42329.3500,42363.7500,1372321,6572297
02-05-2022 09:19,42369.1500,42375.5500,42344.3000,42352.4500,1126286,7698583
02-05-2022 09:20,42351.3000,42360.7500,42276.9500,42280.4000,1381886,9080469
02-05-2022 09:21,42284.9500,42381.6000,42283.2000,42375.6500,1009109,10089578
02-05-2022 09:22,42378.0500,42384.7000,42299.0000,42321.7000,1086035,11175613
02-05-2022 09:23,42321.5500,42330.7500,42281.7000,42299.0500,1067664,12243277
02-05-2022 09:24,42302.0000,42311.0500,42276.3500,42293.0000,1004614,13247891
02-05-2022 09:25,42289.0500,42298.3000,42260.0500,42264.8000,566388,13814279
02-05-2022 09:26,42261.0000,42265.6500,42205.8500,42206.0000,953554,14767833
02-05-2022 09:27,42207.9500,42254.0500,42192.7500,42252.5500,881094,15648927
02-05-2022 09:28,42254.9000,42289.4000,42179.6000,42179.6000,1184226,16833153
02-05-2022 09:29,42180.2500,42184.9000,42114.6500,42115.4500,547524,17380677
02-05-2022 09:30,42118.0500,42184.2000,42099.2000,42176.3500,1319405,18700082
02-05-2022 09:31,42175.7500,42175.8000,42095.7000,42107.3500,1098120,19798202
02-05-2022 09:32,42105.7500,42111.4000,42043.8000,42043.8000,811266,20609468
02-05-2022 09:33,42043.9000,42062.1500,42029.8000,42059.4500,977417,21586885
02-05-2022 09:34,42062.6500,42119.9000,42056.6000,42112.9500,780428,22367313
02-05-2022 09:35,42109.8500,42109.8500,42036.9000,42038.6000,843840,23211153
02-05-2022 09:36,42040.2000,42122.7000,42033.1500,42121.2000,363004,23574157
02-05-2022 09:37,42127.6000,42162.5500,42127.6000,42155.1000,1055931,24630088
02-05-2022 09:38,42153.5500,42219.2000,42153.5500,42219.2000,679662,25309750
02-05-2022 09:39,42220.2000,42259.0000,42214.9000,42246.1000,715151,26024901
02-05-2022 09:40,42249.1000,42257.4000,42235.6000,42252.6000,509602,26534503
02-05-2022 09:41,42250.9000,42255.9000,42224.0000,42254.1500,488298,27022801
02-05-2022 09:42,42251.1500,42253.5500,42222.1500,42251.5500,629172,27651973
02-05-2022 09:43,42254.1000,42272.9000,42254.0000,42272.1500,343532,27995505
02-05-2022 09:44,42282.1500,42286.3500,42254.5500,42284.8500,579885,28575390
02-05-2022 09:45,42288.4000,42296.9000,42249.4000,42249.8500,991559,29566949
02-05-2022 09:46,42245.7000,42245.7000,42194.3500,42210.1000,646045,30212994
02-05-2022 09:47,42209.4500,42209.4500,42153.9500,42163.6000,550017,30763011
02-05-2022 09:48,42164.6000,42182.1000,42145.7000,42149.6000,476482,31239493
02-05-2022 09:49,42147.1000,42155.7500,42142.5500,42146.4000,926320,32165813
02-05-2022 09:50,42141.1500,42147.0000,42114.2500,42141.1500,502784,32668597
02-05-2022 09:51,42136.2500,42140.9500,42115.1500,42133.4000,547332,33215929
02-05-2022 09:52,42135.8000,42176.8000,42135.8000,42147.7000,402561,33618490
02-05-2022 09:53,42146.8000,42162.2000,42134.3000,42145.9500,447452,34065942
02-05-2022 09:54,42148.9000,42159.4000,42142.7000,42156.0500,438457,34504399
02-05-2022 09:55,42160.4000,42175.3500,42154.9500,42156.6000,439361,34943760
02-05-2022 09:56,42158.9500,42183.3500,42155.6500,42179.3000,537923,35481683
02-05-2022 09:57,42178.2500,42181.9000,42153.2500,42153.2500,463405,35945088
02-05-2022 09:58,42154.9500,42196.2500,42154.9500,42193.5500,338467,36283555
02-05-2022 09:59,42191.7000,42191.7000,42144.0500,42151.4500,377406,36660961
02-05-2022 10:00,42152.0000,42189.7000,42152.0000,42160.4500,695013,37355974
02-05-2022 10:01,42157.9500,42171.6500,42154.9500,42167.9000,368840,37724814
02-05-2022 10:02,42169.9500,42192.9500,42169.0500,42189.7000,534613,38259427
02-05-2022 10:03,42190.6500,42215.3000,42189.6000,42201.8500,559388,38818815
02-05-2022 10:04,42200.2500,42205.2000,42164.0000,42198.3500,990822,39809637
02-05-2022 10:05,42199.9000,42211.1000,42128.2500,42128.2500,428405,40238042
02-05-2022 10:06,42132.3500,42132.3500,42082.5000,42089.4000,987705,41225747
02-05-2022 10:07,42089.3000,42102.9000,42080.5500,42098.1000,407712,41633459
02-05-2022 10:08,42097.5500,42128.4000,42094.6000,42102.7000,689252,42322711
02-05-2022 10:09,42103.7000,42144.7000,42100.1000,42123.6500,465423,42788134
02-05-2022 10:10,42123.2500,42173.4500,42123.2500,42171.8500,526812,43314946
02-05-2022 10:11,42172.2500,42172.2500,42145.5500,42155.4500,353758,43668704
02-05-2022 10:12,42156.5000,42189.0500,42156.5000,42189.0500,408018,44076722
02-05-2022 10:13,42188.2500,42191.3000,42164.9000,42165.8000,532583,44609305
02-05-2022 10:14,42164.4500,42179.4000,42161.7000,42165.0500,324965,44934270
02-05-2022 10:15,42165.1000,42170.3500,42150.2000,42151.1000,301639,45235909
02-05-2022 10:16,42150.7500,42150.7500,42116.7000,42126.7500,828702,46064611
02-05-2022 10:17,42127.1000,42195.8000,42127.1000,42185.9500,677811,46742422
02-05-2022 10:18,42189.0000,42189.0000,42154.2500,42177.8000,314431,47056853
02-05-2022 10:19,42177.9500,42198.5000,42173.1500,42197.6000,270838,47327691
02-05-2022 10:20,42193.0000,42211.0000,42188.5000,42209.7000,477077,47804768
02-05-2022 10:21,42209.6500,42217.2000,42189.3500,42214.4000,446452,48251220
02-05-2022 10:22,42215.6500,42236.9000,42213.7000,42236.0500,526429,48777649
02-05-2022 10:23,42234.4500,42248.4000,42219.2000,42223.5000,450637,49228286
02-05-2022 10:24,42216.4000,42232.5000,42211.6000,42211.6000,366968,49595254
02-05-2022 10:25,42213.8000,42229.1500,42211.3000,42225.6000,237343,49832597
02-05-2022 10:26,42227.6500,42234.3000,42218.3500,42218.3500,285927,50118524
02-05-2022 10:27,42219.7500,42231.6500,42201.3500,42205.2500,325134,50443658
02-05-2022 10:28,42206.8000,42207.7000,42196.6000,42196.6000,298217,50741875
02-05-2022 10:29,42195.7500,42201.2500,42191.3500,42198.9000,174029,50915904
02-05-2022 10:30,42197.2500,42200.7000,42154.4000,42155.1000,626250,51542154
02-05-2022 10:31,42155.2500,42195.5500,42153.2500,42195.4000,486766,52028920
02-05-2022 10:32,42198.1500,42201.2000,42184.4500,42197.3500,249943,52278863
02-05-2022 10:33,42195.9000,42213.3500,42195.9000,42211.3500,382635,52661498
02-05-2022 10:34,42212.6000,42246.2500,42210.1500,42244.0500,546429,53207927
02-05-2022 10:35,42245.3000,42271.9500,42235.9500,42243.1500,527773,53735700
02-05-2022 10:36,42242.3500,42261.4500,42242.3500,42261.4500,241352,53977052
02-05-2022 10:37,42261.1000,42280.5500,42261.1000,42262.9000,637015,54614067
02-05-2022 10:38,42265.0000,42289.5000,42264.6500,42285.8500,285427,54899494
02-05-2022 10:39,42285.3500,42315.2500,42285.3500,42312.8500,672484,55571978
02-05-2022 10:40,42311.0500,42313.2500,42299.4500,42307.8000,265679,55837657
02-05-2022 10:41,42308.1000,42311.6500,42298.3000,42299.5000,220763,56058420
02-05-2022 10:42,42300.9000,42308.7500,42292.5500,42292.5500,224811,56283231
02-05-2022 10:43,42296.2000,42302.2000,42291.1500,42301.3000,264557,56547788
02-05-2022 10:44,42296.4000,42312.2000,42296.2000,42308.4000,199916,56747704
02-05-2022 10:45,42309.6000,42319.6000,42297.5500,42299.8000,295893,57043597
02-05-2022 10:46,42299.2000,42301.2000,42258.1000,42259.5500,488528,57532125
02-05-2022 10:47,42261.2000,42262.4000,42241.4000,42248.0000,300731,57832856
02-05-2022 10:48,42247.7500,42270.2000,42247.7500,42266.6500,195194,58028050
02-05-2022 10:49,42267.5000,42284.4000,42263.8500,42280.8500,241609,58269659
02-05-2022 10:50,42281.8500,42283.6000,42260.4500,42263.6500,258899,58528558
02-05-2022 10:51,42262.8500,42270.2500,42253.1000,42256.4000,212650,58741208
02-05-2022 10:52,42253.3000,42255.1000,42226.0000,42252.6000,300251,59041459
02-05-2022 10:53,42251.5500,42251.5500,42222.7500,42222.8000,158954,59200413
02-05-2022 10:54,42219.7500,42220.6000,42202.4000,42202.9000,389198,59589611
02-05-2022 10:55,42201.8500,42208.7000,42179.2000,42181.4500,439658,60029269
